Clock,Number of Servers,Number of Servers in Use,Number of Requests
7868,17,17,353
7869,17,17,353
7870,17,17,352
7871,17,17,352
7872,17,17,352
7873,17,17,352
7874,17,17,351
7875,17,17,350
7876,17,17,349
7877,17,17,349
7878,17,17,349
7879,17,17,350
7880,17,17,350
7881,17,17,350
7882,17,17,350
7883,17,17,349
7884,17,17,350
7885,17,17,349
7886,17,17,348
7887,17,17,347
7888,17,17,345
7889,17,17,345
7890,17,17,345
7891,17,17,345
7892,17,17,345
7893,17,17,345
7894,17,17,343
7895,17,17,343
7896,17,17,343
7897,17,17,344
7898,17,17,344
7899,17,17,345
7900,17,17,346
7901,17,17,346
7902,17,17,347
7903,17,17,347
7904,17,17,348
7905,17,17,347
7906,17,17,347
7907,17,17,347
7908,17,17,348
7909,17,17,348
7910,17,17,347
7911,17,17,347
7912,17,17,347
7913,17,17,347
7914,17,17,347
7915,17,17,347
7916,17,17,346
7917,17,17,346
7918,17,17,347
7919,17,17,349
7920,17,17,349
7921,17,17,348
7922,17,17,348
7923,17,17,345
7924,17,17,346
7925,17,17,344
7926,17,17,345
7927,17,17,345
7928,17,17,345
7929,17,17,348
7930,17,17,347
7931,17,17,347
7932,17,17,346
7933,17,17,346
7934,17,17,346
7935,17,17,346
7936,17,17,345
7937,17,17,344
7938,17,17,344
7939,17,17,344
7940,17,17,343
7941,17,17,343
7942,17,17,343
7943,17,17,343
7944,17,17,343
7945,17,17,343
7946,17,17,343
7947,17,17,343
7948,17,17,343
7949,17,17,342
7950,17,17,342
7951,17,17,343
7952,17,17,343
7953,17,17,343
7954,17,17,344
7955,17,17,344
7956,17,17,344
7957,17,17,344
7958,17,17,344
7959,17,17,345
7960,17,17,345
7961,17,17,343
7962,17,17,343
7963,17,17,342
7964,17,17,343
7965,17,17,344
7966,17,17,344
7967,17,17,344
7968,17,17,343
7969,17,17,342
7970,17,17,342
7971,17,17,342
7972,17,17,343
7973,17,17,342
7974,17,17,342
7975,17,17,342
7976,17,17,342
7977,17,17,341
7978,17,17,340
7979,17,17,343
7980,17,17,343
7981,17,17,344
7982,17,17,346
7983,17,17,347
7984,17,17,348
7985,17,17,348
7986,17,17,348
7987,17,17,348
7988,17,17,348
7989,17,17,348
7990,17,17,348
7991,17,17,347
7992,17,17,348
7993,17,17,348
7994,17,17,349
7995,17,17,349
7996,17,17,349
7997,17,17,350
7998,17,17,350
7999,17,17,350
8000,17,17,350
8001,17,17,350
8002,17,17,350
8003,17,17,351
8004,17,17,351
8005,17,17,350
8006,17,17,350
8007,17,17,351
8008,17,17,349
8009,17,17,349
8010,17,17,347
8011,17,17,347
8012,17,17,347
8013,17,17,347
8014,17,17,347
8015,17,17,347
8016,17,17,347
8017,17,17,346
8018,17,17,345
8019,17,17,345
8020,17,17,345
8021,17,17,344
8022,17,17,344
8023,17,17,344
8024,17,17,344
8025,17,17,345
8026,17,17,344
8027,17,17,345
8028,17,17,345
8029,17,17,345
8030,17,17,344
8031,17,17,345
8032,17,17,344
8033,17,17,344
8034,17,17,343
8035,17,17,342
8036,17,17,342
8037,17,17,343
8038,17,17,342
8039,17,17,344
8040,17,17,343
8041,17,17,343
8042,17,17,342
8043,17,17,342
8044,17,17,341
8045,17,17,341
8046,17,17,341
8047,17,17,342
8048,17,17,344
8049,17,17,345
8050,17,17,345
8051,17,17,345
8052,17,17,344
8053,17,17,344
8054,17,17,344
8055,17,17,344
8056,17,17,344
8057,17,17,343
8058,17,17,344
8059,17,17,344
8060,17,17,343
8061,17,17,341
8062,17,17,341
8063,17,17,342
8064,17,17,343
8065,17,17,343
8066,17,17,343
8067,17,17,344
8068,17,17,345
8069,17,17,345
8070,17,17,344
8071,17,17,345
8072,17,17,344
8073,17,17,345
8074,17,17,344
8075,17,17,345
8076,17,17,344
8077,17,17,343
8078,17,17,343
8079,17,17,343
8080,17,17,343
8081,17,17,343
8082,17,17,342
8083,17,17,343
8084,17,17,343
8085,17,17,343
8086,17,17,342
8087,17,17,341
8088,17,17,341
8089,17,17,341
8090,17,17,343
8091,17,17,343
8092,17,17,343
8093,17,17,343
8094,17,17,343
8095,17,17,343
8096,17,17,343
8097,17,17,343
8098,17,17,343
8099,17,17,345
8100,17,17,344
8101,17,17,343
8102,17,17,343
8103,17,17,343
8104,17,17,344
8105,17,17,344
8106,17,17,344
8107,17,17,343
8108,17,17,343
8109,17,17,343
8110,17,17,342
8111,17,17,342
8112,17,17,343
8113,17,17,343
8114,17,17,343
8115,17,17,343
8116,17,17,343
8117,17,17,342
8118,17,17,342
8119,17,17,342
8120,17,17,341
8121,17,17,342
8122,17,17,341
8123,17,17,341
8124,17,17,341
8125,17,17,340
8126,17,17,339
8127,17,17,339
8128,17,17,339
8129,17,17,339
8130,17,17,339
8131,17,17,340
8132,17,17,340
8133,17,17,340
8134,17,17,340
8135,17,17,340
8136,17,17,340
8137,17,17,342
8138,17,17,343
8139,17,17,343
8140,17,17,343
8141,17,17,343
8142,17,17,343
8143,17,17,347
8144,17,17,350
8145,17,17,349
8146,17,17,348
8147,17,17,347
8148,17,17,347
8149,17,17,348
8150,17,17,348
8151,17,17,347
8152,17,17,347
8153,17,17,348
8154,17,17,348
8155,17,17,346
8156,17,17,346
8157,17,17,346
8158,17,17,346
8159,17,17,346
8160,17,17,346
8161,17,17,346
8162,17,17,346
8163,17,17,346
8164,17,17,348
8165,17,17,348
8166,17,17,348
8167,17,17,349
8168,17,17,348
8169,17,17,347
8170,17,17,347
8171,17,17,347
8172,17,17,347
8173,17,17,347
8174,17,17,346
8175,17,17,345
8176,17,17,346
8177,17,17,345
8178,17,17,345
8179,17,17,345
8180,17,17,344
8181,17,17,344
8182,17,17,343
8183,17,17,343
8184,17,17,341
8185,17,17,341
8186,17,17,341
8187,17,17,340
8188,17,17,341
8189,17,17,342
8190,17,17,343
8191,17,17,343
8192,17,17,344
8193,17,17,344
8194,17,17,344
8195,17,17,344
8196,17,17,345
8197,17,17,345
8198,17,17,345
8199,17,17,346
8200,17,17,346
8201,17,17,348
8202,17,17,348
8203,17,17,347
8204,17,17,348
8205,17,17,347
8206,17,17,349
8207,17,17,350
8208,17,17,350
8209,17,17,350
8210,17,17,350
8211,17,17,350
8212,17,17,349
8213,17,17,349
8214,17,17,348
8215,17,17,350
8216,17,17,350
8217,17,17,349
8218,17,17,349
8219,17,17,349
8220,17,17,349
8221,17,17,348
8222,17,17,347
8223,17,17,347
8224,17,17,347
8225,17,17,349
8226,17,17,350
8227,17,17,351
8228,17,17,351
8229,17,17,351
8230,17,17,351
8231,17,17,351
8232,17,17,351
8233,17,17,351
8234,17,17,351
8235,17,17,351
8236,17,17,351
8237,17,17,349
8238,17,17,349
8239,17,17,349
8240,17,17,348
8241,17,17,348
8242,17,17,347
8243,17,17,347
8244,17,17,349
8245,17,17,349
8246,17,17,349
8247,17,17,350
8248,17,17,350
8249,17,17,351
8250,17,17,351
8251,17,17,352
8252,17,17,352
8253,17,17,352
8254,17,17,352
8255,17,17,352
8256,17,17,352
8257,17,17,351
8258,17,17,351
8259,17,17,350
8260,17,17,349
8261,17,17,349
8262,17,17,348
8263,17,17,348
8264,17,17,349
8265,17,17,349
8266,17,17,349
8267,17,17,349
8268,17,17,348
8269,17,17,348
8270,17,17,349
8271,17,17,349
8272,17,17,349
8273,17,17,349
8274,17,17,350
8275,17,17,350
8276,17,17,350
8277,17,17,350
8278,17,17,350
8279,17,17,348
8280,17,17,348
8281,17,17,347
8282,17,17,347
8283,17,17,347
8284,17,17,346
8285,17,17,345
8286,17,17,345
8287,17,17,345
8288,17,17,346
8289,17,17,346
8290,17,17,345
8291,17,17,344
8292,17,17,344
8293,17,17,345
8294,17,17,345
8295,17,17,345
8296,17,17,345
8297,17,17,344
8298,17,17,344
8299,17,17,344
8300,17,17,344
8301,17,17,343
8302,17,17,343
8303,17,17,345
8304,17,17,343
8305,17,17,344
8306,17,17,344
8307,17,17,344
8308,17,17,344
8309,17,17,344
8310,17,17,348
8311,17,17,348
8312,17,17,348
8313,17,17,348
8314,17,17,346
8315,17,17,346
8316,17,17,346
8317,17,17,345
8318,17,17,345
8319,17,17,345
8320,17,17,345
8321,17,17,346
8322,17,17,346
8323,17,17,346
8324,17,17,345
8325,17,17,342
8326,17,17,341
8327,17,17,341
8328,17,17,341
8329,17,17,342
8330,17,17,342
8331,17,17,342
8332,17,17,342
8333,17,17,342
8334,17,17,341
8335,17,17,340
8336,17,17,340
8337,17,17,340
8338,17,17,340
8339,17,17,340
8340,17,17,341
8341,17,17,341
8342,17,17,341
8343,17,17,339
8344,17,17,339
8345,17,17,339
8346,17,17,339
8347,17,17,339
8348,17,17,339
8349,17,17,338
8350,17,17,338
8351,17,17,338
8352,17,17,338
8353,17,17,338
8354,17,17,338
8355,17,17,339
8356,17,17,339
8357,17,17,339
8358,17,17,341
8359,17,17,341
8360,17,17,341
8361,17,17,341
8362,17,17,341
8363,17,17,342
8364,17,17,342
8365,17,17,343
8366,17,17,342
8367,17,17,342
8368,17,17,342
8369,17,17,342
8370,17,17,341
8371,17,17,341
8372,17,17,341
8373,17,17,341
8374,17,17,341
8375,17,17,342
8376,17,17,340
8377,17,17,339
8378,17,17,339
8379,17,17,339
8380,17,17,339
8381,17,17,338
8382,17,17,339
8383,17,17,339
8384,17,17,338
8385,17,17,338
8386,17,17,338
8387,17,17,339
8388,17,17,339
8389,17,17,339
8390,17,17,338
8391,17,17,338
8392,17,17,338
8393,17,17,338
8394,17,17,339
8395,17,17,339
8396,17,17,341
8397,17,17,340
8398,17,17,341
8399,17,17,343
8400,17,17,343
8401,17,17,345
8402,17,17,345
8403,17,17,345
8404,17,17,344
8405,17,17,344
8406,17,17,344
8407,17,17,344
8408,17,17,344
8409,17,17,343
8410,17,17,343
8411,17,17,344
8412,17,17,344
8413,17,17,344
8414,17,17,344
8415,17,17,346
8416,17,17,348
8417,17,17,348
8418,17,17,348
8419,17,17,347
8420,17,17,347
8421,17,17,346
8422,17,17,345
8423,17,17,344
8424,17,17,344
8425,17,17,344
8426,17,17,344
8427,17,17,344
8428,17,17,344
8429,17,17,344
8430,17,17,345
8431,17,17,345
8432,17,17,345
8433,17,17,345
8434,17,17,346
8435,17,17,346
8436,17,17,345
8437,17,17,345
8438,17,17,345
8439,17,17,344
8440,17,17,342
8441,17,17,343
8442,17,17,344
8443,17,17,343
8444,17,17,343
8445,17,17,343
8446,17,17,343
8447,17,17,343
8448,17,17,344
8449,17,17,343
8450,17,17,343
8451,17,17,343
8452,17,17,343
8453,17,17,343
8454,17,17,344
8455,17,17,344
8456,17,17,344
8457,17,17,344
8458,17,17,344
8459,17,17,344
8460,17,17,344
8461,17,17,343
8462,17,17,342
8463,17,17,342
8464,17,17,342
8465,17,17,343
8466,17,17,344
8467,17,17,344
8468,17,17,345
8469,17,17,346
8470,17,17,346
8471,17,17,346
8472,17,17,346
8473,17,17,346
8474,17,17,345
8475,17,17,345
8476,17,17,349
8477,17,17,349
8478,17,17,349
8479,17,17,346
8480,17,17,346
8481,17,17,346
8482,17,17,347
8483,17,17,347
8484,17,17,346
8485,17,17,346
8486,17,17,346
8487,17,17,346
8488,17,17,346
8489,17,17,348
8490,17,17,347
8491,17,17,347
8492,17,17,347
8493,17,17,347
8494,17,17,347
8495,17,17,347
8496,17,17,349
8497,17,17,349
8498,17,17,349
8499,17,17,349
8500,17,17,350
8501,17,17,349
8502,17,17,348
8503,17,17,348
8504,17,17,349
8505,17,17,349
8506,17,17,349
8507,17,17,348
8508,17,17,347
8509,17,17,345
8510,17,17,345
8511,17,17,345
8512,17,17,348
8513,17,17,348
8514,17,17,349
8515,17,17,348
8516,17,17,348
8517,17,17,349
8518,17,17,348
8519,17,17,349
8520,17,17,348
8521,17,17,348
8522,17,17,348
8523,17,17,348
8524,17,17,348
8525,17,17,349
8526,17,17,349
8527,17,17,349
8528,17,17,349
8529,17,17,350
8530,17,17,350
8531,17,17,350
8532,17,17,350
8533,17,17,351
8534,17,17,352
8535,17,17,353
8536,17,17,355
8537,17,17,355
8538,17,17,355
8539,17,17,353
8540,17,17,353
8541,17,17,353
8542,17,17,353
8543,17,17,353
8544,17,17,354
8545,17,17,354
8546,17,17,354
8547,17,17,355
8548,17,17,355
8549,17,17,356
8550,17,17,355
8551,17,17,355
8552,17,17,355
8553,17,17,355
8554,17,17,354
8555,17,17,354
8556,17,17,353
8557,17,17,353
8558,17,17,353
8559,17,17,353
8560,17,17,354
8561,17,17,353
8562,17,17,354
8563,17,17,353
8564,17,17,353
8565,17,17,353
8566,17,17,353
8567,17,17,353
8568,17,17,352
8569,17,17,352
8570,17,17,352
8571,17,17,351
8572,17,17,351
8573,17,17,350
8574,17,17,350
8575,17,17,350
8576,17,17,350
8577,17,17,349
8578,17,17,349
8579,17,17,350
8580,17,17,349
8581,17,17,349
8582,17,17,350
8583,17,17,349
8584,17,17,348
8585,17,17,347
8586,17,17,348
8587,17,17,348
8588,17,17,348
8589,17,17,349
8590,17,17,349
8591,17,17,349
8592,17,17,349
8593,17,17,349
8594,17,17,349
8595,17,17,349
8596,17,17,349
8597,17,17,349
8598,17,17,349
8599,17,17,349
8600,17,17,347
8601,17,17,348
8602,17,17,348
8603,17,17,348
8604,17,17,348
8605,17,17,347
8606,17,17,347
8607,17,17,347
8608,17,17,347
8609,17,17,346
8610,17,17,346
8611,17,17,346
8612,17,17,346
8613,17,17,345
8614,17,17,345
8615,17,17,345
8616,17,17,345
8617,17,17,345
8618,17,17,346
8619,17,17,346
8620,17,17,346
8621,17,17,345
8622,17,17,346
8623,17,17,346
8624,17,17,346
8625,17,17,346
8626,17,17,346
8627,17,17,346
8628,17,17,347
8629,17,17,347
8630,17,17,348
8631,17,17,348
8632,17,17,348
8633,17,17,349
8634,17,17,350
8635,17,17,350
8636,17,17,350
8637,17,17,350
8638,17,17,350
8639,17,17,350
8640,17,17,348
8641,17,17,347
8642,17,17,347
8643,17,17,348
8644,17,17,348
8645,17,17,348
8646,17,17,348
8647,17,17,348
8648,17,17,347
8649,17,17,349
8650,17,17,349
8651,17,17,349
8652,17,17,349
8653,17,17,349
8654,17,17,349
8655,17,17,349
8656,17,17,349
8657,17,17,348
8658,17,17,346
8659,17,17,346
8660,17,17,346
8661,17,17,346
8662,17,17,346
8663,17,17,345
8664,17,17,345
8665,17,17,347
8666,17,17,347
8667,17,17,345
8668,17,17,344
8669,17,17,344
8670,17,17,344
8671,17,17,344
8672,17,17,344
8673,17,17,344
8674,17,17,343
8675,17,17,343
8676,17,17,344
8677,17,17,343
8678,17,17,343
8679,17,17,344
8680,17,17,344
8681,17,17,344
8682,17,17,344
8683,17,17,344
8684,17,17,344
8685,17,17,344
8686,17,17,343
8687,17,17,342
8688,17,17,344
8689,17,17,346
8690,17,17,345
8691,17,17,345
8692,17,17,346
8693,17,17,346
8694,17,17,347
8695,17,17,348
8696,17,17,349
8697,17,17,347
8698,17,17,347
8699,17,17,346
8700,17,17,347
8701,17,17,344
8702,17,17,345
8703,17,17,345
8704,17,17,345
8705,17,17,346
8706,17,17,346
8707,17,17,346
8708,17,17,346
8709,17,17,346
8710,17,17,346
8711,17,17,346
8712,17,17,346
8713,17,17,345
8714,17,17,345
8715,17,17,345
8716,17,17,345
8717,17,17,345
8718,17,17,345
8719,17,17,347
8720,17,17,346
8721,17,17,345
8722,17,17,347
8723,17,17,346
8724,17,17,344
8725,17,17,344
8726,17,17,344
8727,17,17,346
8728,17,17,346
8729,17,17,346
8730,17,17,346
8731,17,17,346
8732,17,17,345
8733,17,17,345
8734,17,17,346
8735,17,17,345
8736,17,17,345
8737,17,17,345
8738,17,17,345
8739,17,17,345
8740,17,17,345
8741,17,17,345
8742,17,17,345
8743,17,17,346
8744,17,17,346
8745,17,17,346
8746,17,17,345
8747,17,17,344
8748,17,17,344
8749,17,17,344
8750,17,17,344
8751,17,17,344
8752,17,17,344
8753,17,17,343
8754,17,17,343
8755,17,17,342
8756,17,17,342
8757,17,17,343
8758,17,17,344
8759,17,17,344
8760,17,17,344
8761,17,17,344
8762,17,17,344
8763,17,17,345
8764,17,17,345
8765,17,17,345
8766,17,17,345
8767,17,17,345
8768,17,17,345
8769,17,17,345
8770,17,17,345
8771,17,17,344
8772,17,17,345
8773,17,17,345
8774,17,17,344
8775,17,17,344
8776,17,17,345
8777,17,17,345
8778,17,17,344
8779,17,17,344
8780,17,17,345
8781,17,17,345
8782,17,17,345
8783,17,17,345
8784,17,17,347
8785,17,17,347
8786,17,17,346
8787,17,17,347
8788,17,17,347
8789,17,17,347
8790,17,17,347
8791,17,17,348
8792,17,17,351
8793,17,17,350
8794,17,17,349
8795,17,17,347
8796,17,17,347
8797,17,17,345
8798,17,17,345
8799,17,17,346
8800,17,17,347
8801,17,17,346
8802,17,17,346
8803,17,17,345
8804,17,17,345
8805,17,17,347
8806,17,17,347
8807,17,17,347
8808,17,17,348
8809,17,17,349
8810,17,17,348
8811,17,17,349
8812,17,17,349
8813,17,17,349
8814,17,17,349
8815,17,17,349
8816,17,17,348
8817,17,17,349
8818,17,17,349
8819,17,17,349
8820,17,17,350
8821,17,17,350
8822,17,17,348
8823,17,17,348
8824,17,17,348
8825,17,17,347
8826,17,17,347
8827,17,17,347
8828,17,17,347
8829,17,17,345
8830,17,17,344
8831,17,17,344
8832,17,17,344
8833,17,17,344
8834,17,17,343
8835,17,17,343
8836,17,17,342
8837,17,17,342
8838,17,17,342
8839,17,17,342
8840,17,17,343
8841,17,17,343
8842,17,17,342
8843,17,17,342
8844,17,17,342
8845,17,17,342
8846,17,17,342
8847,17,17,341
8848,17,17,341
8849,17,17,341
8850,17,17,339
8851,17,17,339
8852,17,17,337
8853,17,17,336
8854,17,17,336
8855,17,17,337
8856,17,17,337
8857,17,17,338
8858,17,17,337
8859,17,17,337
8860,17,17,338
8861,17,17,338
8862,17,17,338
8863,17,17,337
8864,17,17,337
8865,17,17,337
8866,17,17,336
8867,17,17,336
8868,17,17,335
8869,17,17,334
8870,17,17,334
8871,17,17,334
8872,17,17,334
8873,17,17,334
8874,17,17,334
8875,17,17,334
8876,17,17,334
8877,17,17,334
8878,17,17,334
8879,17,17,334
8880,17,17,335
8881,17,17,337
8882,17,17,336
8883,17,17,336
8884,17,17,336
8885,17,17,337
8886,17,17,337
8887,17,17,337
8888,17,17,339
8889,17,17,339
8890,17,17,339
8891,17,17,339
8892,17,17,339
8893,17,17,339
8894,17,17,339
8895,17,17,341
8896,17,17,340
8897,17,17,340
8898,17,17,339
8899,17,17,339
8900,17,17,340
8901,17,17,339
8902,17,17,338
8903,17,17,338
8904,17,17,338
8905,17,17,338
8906,17,17,338
8907,17,17,338
8908,17,17,336
8909,17,17,334
8910,17,17,331
8911,17,17,331
8912,17,17,331
8913,17,17,331
8914,17,17,331
8915,17,17,330
8916,17,17,331
8917,17,17,331
8918,17,17,331
8919,17,17,330
8920,17,17,330
8921,17,17,330
8922,17,17,330
8923,17,17,330
8924,17,17,330
8925,17,17,331
8926,17,17,331
8927,17,17,331
8928,17,17,331
8929,17,17,331
8930,17,17,332
8931,17,17,332
8932,17,17,332
8933,17,17,332
8934,17,17,333
8935,17,17,332
8936,17,17,333
8937,17,17,333
8938,17,17,333
8939,17,17,333
8940,17,17,333
8941,17,17,333
8942,17,17,330
8943,17,17,330
8944,17,17,330
8945,17,17,329
8946,17,17,328
8947,17,17,327
8948,17,17,328
8949,17,17,328
8950,17,17,328
8951,17,17,331
8952,17,17,331
8953,17,17,331
8954,17,17,331
8955,17,17,331
8956,17,17,331
8957,17,17,330
8958,17,17,330
8959,17,17,331
8960,17,17,332
8961,17,17,333
8962,17,17,332
8963,17,17,334
8964,17,17,334
8965,17,17,334
8966,17,17,335
8967,17,17,336
8968,17,17,336
8969,17,17,334
8970,17,17,333
8971,17,17,333
8972,17,17,332
8973,17,17,332
8974,17,17,332
8975,17,17,332
8976,17,17,332
8977,17,17,330
8978,17,17,329
8979,17,17,329
8980,17,17,329
8981,17,17,328
8982,17,17,327
8983,17,17,328
8984,17,17,328
8985,17,17,328
8986,17,17,327
8987,17,17,327
8988,17,17,326
8989,17,17,327
8990,17,17,327
8991,17,17,327
8992,17,17,327
8993,17,17,327
8994,17,17,327
8995,17,17,326
8996,17,17,326
8997,17,17,326
8998,17,17,326
8999,17,17,326
9000,17,17,326
9001,17,17,328
9002,17,17,328
9003,17,17,328
9004,17,17,328
9005,17,17,328
9006,17,17,329
9007,17,17,329
9008,17,17,329
9009,17,17,329
9010,17,17,330
9011,17,17,330
9012,17,17,330
9013,17,17,330
9014,17,17,330
9015,17,17,330
9016,17,17,329
9017,17,17,329
9018,17,17,329
9019,17,17,329
9020,17,17,329
9021,17,17,328
9022,17,17,328
9023,17,17,327
9024,17,17,327
9025,17,17,327
9026,17,17,326
9027,17,17,327
9028,17,17,326
9029,17,17,326
9030,17,17,326
9031,17,17,326
9032,17,17,326
9033,17,17,326
9034,17,17,327
9035,17,17,328
9036,17,17,328
9037,17,17,330
9038,17,17,329
9039,17,17,329
9040,17,17,329
9041,17,17,329
9042,17,17,329
9043,17,17,329
9044,17,17,329
9045,17,17,329
9046,17,17,329
9047,17,17,328
9048,17,17,328
9049,17,17,328
9050,17,17,328
9051,17,17,328
9052,17,17,328
9053,17,17,328
9054,17,17,328
9055,17,17,329
9056,17,17,329
9057,17,17,327
9058,17,17,326
9059,17,17,326
9060,17,17,327
9061,17,17,328
9062,17,17,330
9063,17,17,329
9064,17,17,327
9065,17,17,327
9066,17,17,327
9067,17,17,327
9068,17,17,328
9069,17,17,328
9070,17,17,327
9071,17,17,327
9072,17,17,328
9073,17,17,327
9074,17,17,326
9075,17,17,326
9076,17,17,326
9077,17,17,325
9078,17,17,324
9079,17,17,324
9080,17,17,323
9081,17,17,323
9082,17,17,323
9083,17,17,323
9084,17,17,324
9085,17,17,324
9086,17,17,324
9087,17,17,323
9088,17,17,323
9089,17,17,323
9090,17,17,324
9091,17,17,324
9092,17,17,325
9093,17,17,325
9094,17,17,327
9095,17,17,326
9096,17,17,326
9097,17,17,326
9098,17,17,327
9099,17,17,327
9100,17,17,327
9101,17,17,327
9102,17,17,328
9103,17,17,328
9104,17,17,328
9105,17,17,329
9106,17,17,329
9107,17,17,329
9108,17,17,329
9109,17,17,328
9110,17,17,327
9111,17,17,326
9112,17,17,326
9113,17,17,326
9114,17,17,326
9115,17,17,327
9116,17,17,328
9117,17,17,328
9118,17,17,326
9119,17,17,327
9120,17,17,327
9121,17,17,326
9122,17,17,326
9123,17,17,326
9124,17,17,326
9125,17,17,326
9126,17,17,326
9127,17,17,326
9128,17,17,325
9129,17,17,325
9130,17,17,326
9131,17,17,326
9132,17,17,326
9133,17,17,327
9134,17,17,328
9135,17,17,327
9136,17,17,327
9137,17,17,327
9138,17,17,327
9139,17,17,327
9140,17,17,326
9141,17,17,326
9142,17,17,326
9143,17,17,326
9144,17,17,326
9145,17,17,326
9146,17,17,325
9147,17,17,325
9148,17,17,325
9149,17,17,323
9150,17,17,325
9151,17,17,326
9152,17,17,326
9153,17,17,327
9154,17,17,324
9155,17,17,324
9156,17,17,324
9157,17,17,326
9158,17,17,325
9159,17,17,325
9160,17,17,325
9161,17,17,325
9162,17,17,325
9163,17,17,324
9164,17,17,324
9165,17,17,324
9166,17,17,325
9167,17,17,325
9168,17,17,324
9169,17,17,325
9170,17,17,325
9171,17,17,325
9172,17,17,324
9173,17,17,324
9174,17,17,325
9175,17,17,324
9176,17,17,323
9177,17,17,322
9178,17,17,322
9179,17,17,322
9180,17,17,322
9181,17,17,322
9182,17,17,322
9183,17,17,322
9184,17,17,321
9185,17,17,322
9186,17,17,321
9187,17,17,321
9188,17,17,320
9189,17,17,320
9190,17,17,320
9191,17,17,322
9192,17,17,321
9193,17,17,321
9194,17,17,320
9195,17,17,319
9196,17,17,319
9197,17,17,319
9198,17,17,320
9199,17,17,321
9200,17,17,320
9201,17,17,318
9202,17,17,319
9203,17,17,319
9204,17,17,319
9205,17,17,320
9206,17,17,318
9207,17,17,318
9208,17,17,317
9209,17,17,317
9210,17,17,317
9211,17,17,317
9212,17,17,318
9213,17,17,317
9214,17,17,317
9215,17,17,319
9216,17,17,319
9217,17,17,319
9218,17,17,319
9219,17,17,319
9220,17,17,319
9221,17,17,318
9222,17,17,317
9223,17,17,316
9224,17,17,316
9225,17,17,316
9226,17,17,316
9227,17,17,315
9228,17,17,314
9229,17,17,311
9230,17,17,312
9231,17,17,312
9232,17,17,311
9233,17,17,310
9234,17,17,310
9235,17,17,310
9236,17,17,310
9237,17,17,310
9238,17,17,309
9239,17,17,309
9240,17,17,309
9241,17,17,310
9242,17,17,310
9243,17,17,310
9244,17,17,310
9245,17,17,310
9246,17,17,310
9247,17,17,311
9248,17,17,311
9249,17,17,311
9250,17,17,309
9251,17,17,309
9252,17,17,309
9253,17,17,310
9254,17,17,310
9255,17,17,310
9256,17,17,310
9257,17,17,310
9258,17,17,309
9259,17,17,309
9260,17,17,309
9261,17,17,309
9262,17,17,309
9263,17,17,309
9264,17,17,311
9265,17,17,313
9266,17,17,312
9267,17,17,312
9268,17,17,313
9269,17,17,313
9270,17,17,314
9271,17,17,314
9272,17,17,315
9273,17,17,315
9274,17,17,314
9275,17,17,314
9276,17,17,313
9277,17,17,313
9278,17,17,313
9279,17,17,313
9280,17,17,313
9281,17,17,313
9282,17,17,314
9283,17,17,314
9284,17,17,314
9285,17,17,314
9286,17,17,316
9287,17,17,315
9288,17,17,315
9289,17,17,315
9290,17,17,314
9291,17,17,314
9292,17,17,314
9293,17,17,312
9294,17,17,312
9295,17,17,312
9296,17,17,312
9297,17,17,311
9298,17,17,311
9299,17,17,311
9300,17,17,311
9301,17,17,311
9302,17,17,310
9303,17,17,310
9304,17,17,308
9305,17,17,309
9306,17,17,311
9307,17,17,311
9308,17,17,311
9309,17,17,310
9310,17,17,310
9311,17,17,311
9312,17,17,311
9313,17,17,311
9314,17,17,311
9315,17,17,310
9316,17,17,310
9317,17,17,310
9318,17,17,309
9319,17,17,309
9320,17,17,309
9321,17,17,307
9322,17,17,307
9323,17,17,308
9324,17,17,308
9325,17,17,308
9326,17,17,307
9327,17,17,307
9328,17,17,307
9329,17,17,308
9330,17,17,308
9331,17,17,308
9332,17,17,308
9333,17,17,307
9334,17,17,307
9335,17,17,308
9336,17,17,307
9337,17,17,307
9338,17,17,307
9339,17,17,306
9340,17,17,306
9341,17,17,307
9342,17,17,309
9343,17,17,310
9344,17,17,310
9345,17,17,310
9346,17,17,310
9347,17,17,310
9348,17,17,309
9349,17,17,308
9350,17,17,308
9351,17,17,311
9352,17,17,312
9353,17,17,312
9354,17,17,313
9355,17,17,313
9356,17,17,313
9357,17,17,312
9358,17,17,314
9359,17,17,317
9360,17,17,316
9361,17,17,319
9362,17,17,319
9363,17,17,319
9364,17,17,319
9365,17,17,319
9366,17,17,318
9367,17,17,318
9368,17,17,319
9369,17,17,319
9370,17,17,319
9371,17,17,320
9372,17,17,320
9373,17,17,320
9374,17,17,320
9375,17,17,320
9376,17,17,320
9377,17,17,320
9378,17,17,320
9379,17,17,319
9380,17,17,318
9381,17,17,318
9382,17,17,318
9383,17,17,317
9384,17,17,317
9385,17,17,317
9386,17,17,317
9387,17,17,318
9388,17,17,318
9389,17,17,318
9390,17,17,318
9391,17,17,318
9392,17,17,317
9393,17,17,317
9394,17,17,316
9395,17,17,317
9396,17,17,317
9397,17,17,317
9398,17,17,318
9399,17,17,319
9400,17,17,318
9401,17,17,318
9402,17,17,315
9403,17,17,315
9404,17,17,315
9405,17,17,316
9406,17,17,315
9407,17,17,318
9408,17,17,318
9409,17,17,317
9410,17,17,317
9411,17,17,317
9412,17,17,317
9413,17,17,317
9414,17,17,318
9415,17,17,319
9416,17,17,319
9417,17,17,320
9418,17,17,320
9419,17,17,321
